full_text,cleansing,Tokenization and Case Folding,stopword removal,stemming_data
"Manajer Manajemen Bisnis dan Produk PLN Icon Plus, Haidar Ahmad mengatakan, fitur EVDS pada aplikasi PLN Mobile hadir untuk mengintegrasikan ekosistem kendaraan listrik di Indonesia.  #PLNBaktiUntukNegeri #PerusahaanListrikNegara #DIRUTPLN https://t.co/FZHaIq4Gdo",Manajer Manajemen Bisnis dan Produk PLN Icon Plus Haidar Ahmad mengatakan fitur EVDS pada aplikasi PLN Mobile hadir untuk mengintegrasikan ekosistem kendaraan listrik di Indonesia  PLNBaktiUntukNegeri PerusahaanListrikNegara DIRUTPLN,"['manajer', 'manajemen', 'bisnis', 'dan', 'produk', 'pln', 'icon', 'plus', 'haidar', 'ahmad', 'mengatakan', 'fitur', 'evds', 'pada', 'aplikasi', 'pln', 'mobile', 'hadir', 'untuk', 'mengintegrasikan', 'ekosistem', 'kendaraan', 'listrik', 'di', 'indonesia', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']","['manajer', 'manajemen', 'bisnis', 'produk', 'pln', 'icon', 'plus', 'haidar', 'ahmad', 'fitur', 'evds', 'aplikasi', 'pln', 'mobile', 'hadir', 'mengintegrasikan', 'ekosistem', 'kendaraan', 'listrik', 'indonesia', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']",manajer manajemen bisnis produk pln icon plus haidar ahmad fitur evds aplikasi pln mobile hadir integrasi ekosistem kendara listrik indonesia plnbaktiuntuknegeri perusahaanlistriknegara dirutpln
"@IrmansyahAdhy Selama listrik Indonesia masih di produksi dengan batu bara, gue gak bakal pindah ke kendaraan listrik.",IrmansyahAdhy Selama listrik Indonesia masih di produksi dengan batu bara gue gak bakal pindah ke kendaraan listrik,"['irmansyahadhy', 'selama', 'listrik', 'indonesia', 'masih', 'di', 'produksi', 'dengan', 'batu', 'bara', 'gue', 'gak', 'bakal', 'pindah', 'ke', 'kendaraan', 'listrik']","['irmansyahadhy', 'listrik', 'indonesia', 'produksi', 'batu', 'bara', 'gue', 'gak', 'pindah', 'kendaraan', 'listrik']",irmansyahadhy listrik indonesia produksi batu bara gue gak pindah kendara listrik
"Mobil Sport Listrik MG Cyberster Siap Kunjungi Indonesia, Diklaim Jadi Kendaraan Masa Depan https://t.co/ttdlENa8Kl",Mobil Sport Listrik MG Cyberster Siap Kunjungi Indonesia Diklaim Jadi Kendaraan Masa Depan,"['mobil', 'sport', 'listrik', 'mg', 'cyberster', 'siap', 'kunjungi', 'indonesia', 'diklaim', 'jadi', 'kendaraan', 'masa', 'depan']","['mobil', 'sport', 'listrik', 'mg', 'cyberster', 'kunjungi', 'indonesia', 'diklaim', 'kendaraan']",mobil sport listrik mg cyberster kunjung indonesia klaim kendara
"Untuk dorong ekosistem kendaraan listrik, PLN bangun infrastruktur pendukung seperti spklu yang tersebar di Indonesia   #PLNBaktiUntukNegeri #PerusahaanListrikNegara #DIRUTPLN https://t.co/DQ9nFqAbG2",Untuk dorong ekosistem kendaraan listrik PLN bangun infrastruktur pendukung seperti spklu yang tersebar di Indonesia   PLNBaktiUntukNegeri PerusahaanListrikNegara DIRUTPLN,"['untuk', 'dorong', 'ekosistem', 'kendaraan', 'listrik', 'pln', 'bangun', 'infrastruktur', 'pendukung', 'seperti', 'spklu', 'yang', 'tersebar', 'di', 'indonesia', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']","['dorong', 'ekosistem', 'kendaraan', 'listrik', 'pln', 'bangun', 'infrastruktur', 'pendukung', 'spklu', 'tersebar', 'indonesia', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']",dorong ekosistem kendara listrik pln bangun infrastruktur dukung spklu sebar indonesia plnbaktiuntuknegeri perusahaanlistriknegara dirutpln
"Dengan sumber daya energi bersih yang dihasilkan oleh PLN, kendaraan listrik menjadi solusi ramah lingkungan yang semakin populer di Indonesia. 🌿🔌 #PLNBaktiUntukNegeri #PerusahaanListrikNegara #DIRUTPLN https://t.co/bsj8MuoDR5",Dengan sumber daya energi bersih yang dihasilkan oleh PLN kendaraan listrik menjadi solusi ramah lingkungan yang semakin populer di Indonesia 🌿🔌 PLNBaktiUntukNegeri PerusahaanListrikNegara DIRUTPLN,"['dengan', 'sumber', 'daya', 'energi', 'bersih', 'yang', 'dihasilkan', 'oleh', 'pln', 'kendaraan', 'listrik', 'menjadi', 'solusi', 'ramah', 'lingkungan', 'yang', 'semakin', 'populer', 'di', 'indonesia', '🌿🔌', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']","['sumber', 'daya', 'energi', 'bersih', 'dihasilkan', 'pln', 'kendaraan', 'listrik', 'solusi', 'ramah', 'lingkungan', 'populer', 'indonesia', '🌿🔌', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']",sumber daya energi bersih hasil pln kendara listrik solusi ramah lingkung populer indonesia  plnbaktiuntuknegeri perusahaanlistriknegara dirutpln
"Dengan infrastruktur yang terus berkembang, PLN memainkan peran penting dalam mempercepat adopsi kendaraan listrik, mengurangi emisi dan mendukung visi Indonesia untuk masa depan yang berkelanjutan. 🌱⚡️ #PLNBaktiUntukNegeri #PerusahaanListrikNegara #DIRUTPLN https://t.co/8fI5BQ2bdL",Dengan infrastruktur yang terus berkembang PLN memainkan peran penting dalam mempercepat adopsi kendaraan listrik mengurangi emisi dan mendukung visi Indonesia untuk masa depan yang berkelanjutan 🌱⚡️ PLNBaktiUntukNegeri PerusahaanListrikNegara DIRUTPLN,"['dengan', 'infrastruktur', 'yang', 'terus', 'berkembang', 'pln', 'memainkan', 'peran', 'penting', 'dalam', 'mempercepat', 'adopsi', 'kendaraan', 'listrik', 'mengurangi', 'emisi', 'dan', 'mendukung', 'visi', 'indonesia', 'untuk', 'masa', 'depan', 'yang', 'berkelanjutan', '🌱⚡️', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']","['infrastruktur', 'berkembang', 'pln', 'memainkan', 'peran', 'mempercepat', 'adopsi', 'kendaraan', 'listrik', 'mengurangi', 'emisi', 'mendukung', 'visi', 'indonesia', 'berkelanjutan', '🌱⚡️', 'plnbaktiuntuknegeri', 'perusahaanlistriknegara', 'dirutpln']",infrastruktur kembang pln main peran cepat adopsi kendara listrik kurang emisi dukung visi indonesia lanjut  plnbaktiuntuknegeri perusahaanlistriknegara dirutpln
Peluang Bisnis di Seputar Kendaraan Listrik di Indonesia https://t.co/PTUTsJjEph,Peluang Bisnis di Seputar Kendaraan Listrik di Indonesia,"['peluang', 'bisnis', 'di', 'seputar', 'kendaraan', 'listrik', 'di', 'indonesia']","['peluang', 'bisnis', 'seputar', 'kendaraan', 'listrik', 'indonesia']",peluang bisnis putar kendara listrik indonesia
"Sobat Gatrik,  Ekosistem pendukung ketenagalistrikan serta kendaraan bermotor listrik berbasis baterai sangat luas, salah satu pendukungnya adalah dari industri mineral. Berbagai jenis mineral digunakan untuk ketenagalistrikan kita dan ada lho di Indonesia.  @humasminerba https://t.co/zSymY9rb48",Sobat Gatrik  Ekosistem pendukung ketenagalistrikan serta kendaraan bermotor listrik berbasis baterai sangat luas salah satu pendukungnya adalah dari industri mineral Berbagai jenis mineral digunakan untuk ketenagalistrikan kita dan ada lho di Indonesia  humasminerba,"['sobat', 'gatrik', 'ekosistem', 'pendukung', 'ketenagalistrikan', 'serta', 'kendaraan', 'bermotor', 'listrik', 'berbasis', 'baterai', 'sangat', 'luas', 'salah', 'satu', 'pendukungnya', 'adalah', 'dari', 'industri', 'mineral', 'berbagai', 'jenis', 'mineral', 'digunakan', 'untuk', 'ketenagalistrikan', 'kita', 'dan', 'ada', 'lho', 'di', 'indonesia', 'humasminerba']","['sobat', 'gatrik', 'ekosistem', 'pendukung', 'ketenagalistrikan', 'kendaraan', 'bermotor', 'listrik', 'berbasis', 'baterai', 'luas', 'salah', 'pendukungnya', 'industri', 'mineral', 'jenis', 'mineral', 'ketenagalistrikan', 'lho', 'indonesia', 'humasminerba']",sobat gatrik ekosistem dukung ketenagalistrikan kendara motor listrik bas baterai luas salah dukung industri mineral jenis mineral ketenagalistrikan lho indonesia humasminerba
@MiningIndonesia Keren bangett Ikalau jadi produsen nikel terbesar dan pembuat baterai EV terkemuka… Soalnya kendaraan listrik itu ga ngeluarin emisi jadi Indonesia bebas polusi #MINDIDPeloporHilirisasi,MiningIndonesia Keren bangett Ikalau jadi produsen nikel terbesar dan pembuat baterai EV terkemuka… Soalnya kendaraan listrik itu ga ngeluarin emisi jadi Indonesia bebas polusi MINDIDPeloporHilirisasi,"['miningindonesia', 'keren', 'bangett', 'ikalau', 'jadi', 'produsen', 'nikel', 'terbesar', 'dan', 'pembuat', 'baterai', 'ev', 'terkemuka…', 'soalnya', 'kendaraan', 'listrik', 'itu', 'ga', 'ngeluarin', 'emisi', 'jadi', 'indonesia', 'bebas', 'polusi', 'mindidpeloporhilirisasi']","['miningindonesia', 'keren', 'bangett', 'ikalau', 'produsen', 'nikel', 'terbesar', 'pembuat', 'baterai', 'ev', 'terkemuka…', 'kendaraan', 'listrik', 'ga', 'ngeluarin', 'emisi', 'indonesia', 'bebas', 'polusi', 'mindidpeloporhilirisasi']",miningindonesia keren bangett ikalau produsen nikel besar buat baterai ev muka kendara listrik ga ngeluarin emisi indonesia bebas polusi mindidpeloporhilirisasi
@MiningIndonesia Keren bangett sih Indonesia kalau jadi produsen nikel terbesar dan pembuat baterai EV terkemuka… Soalnya kendaraan listrik itu ga ngeluarin emisi jadi Indonesia bebas polusi #MINDIDPeloporHilirisasi,MiningIndonesia Keren bangett sih Indonesia kalau jadi produsen nikel terbesar dan pembuat baterai EV terkemuka… Soalnya kendaraan listrik itu ga ngeluarin emisi jadi Indonesia bebas polusi MINDIDPeloporHilirisasi,"['miningindonesia', 'keren', 'bangett', 'sih', 'indonesia', 'kalau', 'jadi', 'produsen', 'nikel', 'terbesar', 'dan', 'pembuat', 'baterai', 'ev', 'terkemuka…', 'soalnya', 'kendaraan', 'listrik', 'itu', 'ga', 'ngeluarin', 'emisi', 'jadi', 'indonesia', 'bebas', 'polusi', 'mindidpeloporhilirisasi']","['miningindonesia', 'keren', 'bangett', 'sih', 'indonesia', 'produsen', 'nikel', 'terbesar', 'pembuat', 'baterai', 'ev', 'terkemuka…', 'kendaraan', 'listrik', 'ga', 'ngeluarin', 'emisi', 'indonesia', 'bebas', 'polusi', 'mindidpeloporhilirisasi']",miningindonesia keren bangett sih indonesia produsen nikel besar buat baterai ev muka kendara listrik ga ngeluarin emisi indonesia bebas polusi mindidpeloporhilirisasi
@MiningIndonesia Pantes yaa hilirisasi ni di dorong banget karena emang bisa mendorong kemajuan modern di Indonesia kaya nikel yang ternyata buat jadi bahan utama kendaraan listrik #MINDIDPeloporHilirisasi,MiningIndonesia Pantes yaa hilirisasi ni di dorong banget karena emang bisa mendorong kemajuan modern di Indonesia kaya nikel yang ternyata buat jadi bahan utama kendaraan listrik MINDIDPeloporHilirisasi,"['miningindonesia', 'pantes', 'yaa', 'hilirisasi', 'ni', 'di', 'dorong', 'banget', 'karena', 'emang', 'bisa', 'mendorong', 'kemajuan', 'modern', 'di', 'indonesia', 'kaya', 'nikel', 'yang', 'ternyata', 'buat', 'jadi', 'bahan', 'utama', 'kendaraan', 'listrik', 'mindidpeloporhilirisasi']","['miningindonesia', 'pantes', 'yaa', 'hilirisasi', 'ni', 'dorong', 'banget', 'emang', 'mendorong', 'kemajuan', 'modern', 'indonesia', 'kaya', 'nikel', 'bahan', 'utama', 'kendaraan', 'listrik', 'mindidpeloporhilirisasi']",miningindonesia pantes yaa hilir ni dorong banget emang dorong maju modern indonesia kaya nikel bahan utama kendara listrik mindidpeloporhilirisasi
@MiningIndonesia Sudah membayangkan sangat keren kalau Indonesia jadi jadi produsen nikel terbesar dan jadi pembuat baterai EV terkemuka. Seperti yang kita tau kendaraan listrik nih gak ngeluarin emisi karbon jadinya bebas polusi #MINDIDPeloporHilirisasi,MiningIndonesia Sudah membayangkan sangat keren kalau Indonesia jadi jadi produsen nikel terbesar dan jadi pembuat baterai EV terkemuka Seperti yang kita tau kendaraan listrik nih gak ngeluarin emisi karbon jadinya bebas polusi MINDIDPeloporHilirisasi,"['miningindonesia', 'sudah', 'membayangkan', 'sangat', 'keren', 'kalau', 'indonesia', 'jadi', 'jadi', 'produsen', 'nikel', 'terbesar', 'dan', 'jadi', 'pembuat', 'baterai', 'ev', 'terkemuka', 'seperti', 'yang', 'kita', 'tau', 'kendaraan', 'listrik', 'nih', 'gak', 'ngeluarin', 'emisi', 'karbon', 'jadinya', 'bebas', 'polusi', 'mindidpeloporhilirisasi']","['miningindonesia', 'membayangkan', 'keren', 'indonesia', 'produsen', 'nikel', 'terbesar', 'pembuat', 'baterai', 'ev', 'terkemuka', 'tau', 'kendaraan', 'listrik', 'nih', 'gak', 'ngeluarin', 'emisi', 'karbon', 'bebas', 'polusi', 'mindidpeloporhilirisasi']",miningindonesia bayang keren indonesia produsen nikel besar buat baterai ev muka tau kendara listrik nih gak ngeluarin emisi karbon bebas polusi mindidpeloporhilirisasi
"nikel berperan penting dalam pembuatan baterai kendaraan listrik, manfaat nikel yang melimpah di Indonesia hilirisasi industri baterai memberikan manfaat, Semoga langkah dalam pengolahan sukses. #MINDIDPeloporHilirisasi",nikel berperan penting dalam pembuatan baterai kendaraan listrik manfaat nikel yang melimpah di Indonesia hilirisasi industri baterai memberikan manfaat Semoga langkah dalam pengolahan sukses MINDIDPeloporHilirisasi,"['nikel', 'berperan', 'penting', 'dalam', 'pembuatan', 'baterai', 'kendaraan', 'listrik', 'manfaat', 'nikel', 'yang', 'melimpah', 'di', 'indonesia', 'hilirisasi', 'industri', 'baterai', 'memberikan', 'manfaat', 'semoga', 'langkah', 'dalam', 'pengolahan', 'sukses', 'mindidpeloporhilirisasi']","['nikel', 'berperan', 'pembuatan', 'baterai', 'kendaraan', 'listrik', 'manfaat', 'nikel', 'melimpah', 'indonesia', 'hilirisasi', 'industri', 'baterai', 'manfaat', 'semoga', 'langkah', 'pengolahan', 'sukses', 'mindidpeloporhilirisasi']",nikel peran buat baterai kendara listrik manfaat nikel limpah indonesia hilir industri baterai manfaat moga langkah olah sukses mindidpeloporhilirisasi
"@MiningIndonesia Indonesia keren banget sih kalo jadi produsen nikel terbesar, kan kendaraan listrik ga ngeluarin emisi jd bisa bebas polusi #MINDIDPeloporHilirisasi",MiningIndonesia Indonesia keren banget sih kalo jadi produsen nikel terbesar kan kendaraan listrik ga ngeluarin emisi jd bisa bebas polusi MINDIDPeloporHilirisasi,"['miningindonesia', 'indonesia', 'keren', 'banget', 'sih', 'kalo', 'jadi', 'produsen', 'nikel', 'terbesar', 'kan', 'kendaraan', 'listrik', 'ga', 'ngeluarin', 'emisi', 'jd', 'bisa', 'bebas', 'polusi', 'mindidpeloporhilirisasi']","['miningindonesia', 'indonesia', 'keren', 'banget', 'sih', 'kalo', 'produsen', 'nikel', 'terbesar', 'kendaraan', 'listrik', 'ga', 'ngeluarin', 'emisi', 'jd', 'bebas', 'polusi', 'mindidpeloporhilirisasi']",miningindonesia indonesia keren banget sih kalo produsen nikel besar kendara listrik ga ngeluarin emisi jd bebas polusi mindidpeloporhilirisasi
@iniariani nikel berperan penting dalam pembuatan baterai untuk kendaraan listrik (EV) memanfaatkan cadangan nikel yang melimpah di Indonesia hilirisasi industri baterai bisa memberikan manfaat besar. Semoga langkah-langkah dalam pengolahan nikel ini sukses! 👍🏻 #MINDIDPeloporHilirisasi,iniariani nikel berperan penting dalam pembuatan baterai untuk kendaraan listrik EV memanfaatkan cadangan nikel yang melimpah di Indonesia hilirisasi industri baterai bisa memberikan manfaat besar Semoga langkahlangkah dalam pengolahan nikel ini sukses 👍🏻 MINDIDPeloporHilirisasi,"['iniariani', 'nikel', 'berperan', 'penting', 'dalam', 'pembuatan', 'baterai', 'untuk', 'kendaraan', 'listrik', 'ev', 'memanfaatkan', 'cadangan', 'nikel', 'yang', 'melimpah', 'di', 'indonesia', 'hilirisasi', 'industri', 'baterai', 'bisa', 'memberikan', 'manfaat', 'besar', 'semoga', 'langkahlangkah', 'dalam', 'pengolahan', 'nikel', 'ini', 'sukses', '👍🏻', 'mindidpeloporhilirisasi']","['iniariani', 'nikel', 'berperan', 'pembuatan', 'baterai', 'kendaraan', 'listrik', 'ev', 'memanfaatkan', 'cadangan', 'nikel', 'melimpah', 'indonesia', 'hilirisasi', 'industri', 'baterai', 'manfaat', 'semoga', 'langkahlangkah', 'pengolahan', 'nikel', 'sukses', '👍🏻', 'mindidpeloporhilirisasi']",iniariani nikel peran buat baterai kendara listrik ev manfaat cadang nikel limpah indonesia hilir industri baterai manfaat moga langkahlangkah olah nikel sukses  mindidpeloporhilirisasi
"@cimotyy @MiningIndonesia Ga sabar pengen liat perkembangan kendaraan listrik di Indonesia yang ramah lingkungan, @MiningIndonesia mendorong hilirisasi #MINDIDPeloporHilirisasi",cimotyy MiningIndonesia Ga sabar pengen liat perkembangan kendaraan listrik di Indonesia yang ramah lingkungan MiningIndonesia mendorong hilirisasi MINDIDPeloporHilirisasi,"['cimotyy', 'miningindonesia', 'ga', 'sabar', 'pengen', 'liat', 'perkembangan', 'kendaraan', 'listrik', 'di', 'indonesia', 'yang', 'ramah', 'lingkungan', 'miningindonesia', 'mendorong', 'hilirisasi', 'mindidpeloporhilirisasi']","['cimotyy', 'miningindonesia', 'ga', 'sabar', 'pengen', 'liat', 'perkembangan', 'kendaraan', 'listrik', 'indonesia', 'ramah', 'lingkungan', 'miningindonesia', 'mendorong', 'hilirisasi', 'mindidpeloporhilirisasi']",cimotyy miningindonesia ga sabar ken liat kembang kendara listrik indonesia ramah lingkung miningindonesia dorong hilir mindidpeloporhilirisasi
"@tanyakanrl Tidak semudah itu. Harus memperbanyak moda, harus mengurangi penjualan kendaraan. Lah padahal kendaraan listrik baru aja dimasukin ke Indonesia.   Masukin produk itu bayar mahal, dan mungkin (mungkin) ditukar juga dengan kerjasama lain yang menguntungkan indonesia.",tanyakanrl Tidak semudah itu Harus memperbanyak moda harus mengurangi penjualan kendaraan Lah padahal kendaraan listrik baru aja dimasukin ke Indonesia   Masukin produk itu bayar mahal dan mungkin mungkin ditukar juga dengan kerjasama lain yang menguntungkan indonesia,"['tanyakanrl', 'tidak', 'semudah', 'itu', 'harus', 'memperbanyak', 'moda', 'harus', 'mengurangi', 'penjualan', 'kendaraan', 'lah', 'padahal', 'kendaraan', 'listrik', 'baru', 'aja', 'dimasukin', 'ke', 'indonesia', 'masukin', 'produk', 'itu', 'bayar', 'mahal', 'dan', 'mungkin', 'mungkin', 'ditukar', 'juga', 'dengan', 'kerjasama', 'lain', 'yang', 'menguntungkan', 'indonesia']","['tanyakanrl', 'semudah', 'memperbanyak', 'moda', 'mengurangi', 'penjualan', 'kendaraan', 'kendaraan', 'listrik', 'aja', 'dimasukin', 'indonesia', 'masukin', 'produk', 'bayar', 'mahal', 'ditukar', 'kerjasama', 'menguntungkan', 'indonesia']",tanyakanrl mudah banyak moda kurang jual kendara kendara listrik aja dimasukin indonesia masukin produk bayar mahal tukar kerjasama untung indonesia
"@erickthohir Kendaraan listrik  NIKEL itu bahan utama dari baterai yang ada di kendaraan listrik. Salah satu produsen nikel itu @OfficialAntam, yang punya smelter Feronikel di Haltim, Maluku Utara, untuk mendukung Hilirisasi industri tambang Indonesia! #MINDIDPeloporHilirisasi https://t.co/HyUVa8Avvj",erickthohir Kendaraan listrik  NIKEL itu bahan utama dari baterai yang ada di kendaraan listrik Salah satu produsen nikel itu OfficialAntam yang punya smelter Feronikel di Haltim Maluku Utara untuk mendukung Hilirisasi industri tambang Indonesia MINDIDPeloporHilirisasi,"['erickthohir', 'kendaraan', 'listrik', 'nikel', 'itu', 'bahan', 'utama', 'dari', 'baterai', 'yang', 'ada', 'di', 'kendaraan', 'listrik', 'salah', 'satu', 'produsen', 'nikel', 'itu', 'officialantam', 'yang', 'punya', 'smelter', 'feronikel', 'di', 'haltim', 'maluku', 'utara', 'untuk', 'mendukung', 'hilirisasi', 'industri', 'tambang', 'indonesia', 'mindidpeloporhilirisasi']","['erickthohir', 'kendaraan', 'listrik', 'nikel', 'bahan', 'utama', 'baterai', 'kendaraan', 'listrik', 'salah', 'produsen', 'nikel', 'officialantam', 'smelter', 'feronikel', 'haltim', 'maluku', 'utara', 'mendukung', 'hilirisasi', 'industri', 'tambang', 'indonesia', 'mindidpeloporhilirisasi']",erickthohir kendara listrik nikel bahan utama baterai kendara listrik salah produsen nikel officialantam smelter feronikel haltim malu utara dukung hilir industri tambang indonesia mindidpeloporhilirisasi
"Nanya umur ga sopan. Nanya hobi dikira sok asik. Nanya kuliah/kerja dimana ga boleh.    Kak""  ""Ya"" ""Menurut kakak apakah seharusnya Indonesia memperbanyak kendaraan listrik atau odong-odong tenaga batu bara?""""",Nanya umur ga sopan Nanya hobi dikira sok asik Nanya kuliahkerja dimana ga boleh    Kak  Ya Menurut kakak apakah seharusnya Indonesia memperbanyak kendaraan listrik atau odongodong tenaga batu bara,"['nanya', 'umur', 'ga', 'sopan', 'nanya', 'hobi', 'dikira', 'sok', 'asik', 'nanya', 'kuliahkerja', 'dimana', 'ga', 'boleh', 'kak', 'ya', 'menurut', 'kakak', 'apakah', 'seharusnya', 'indonesia', 'memperbanyak', 'kendaraan', 'listrik', 'atau', 'odongodong', 'tenaga', 'batu', 'bara']","['nanya', 'umur', 'ga', 'sopan', 'nanya', 'hobi', 'sok', 'asik', 'nanya', 'kuliahkerja', 'dimana', 'ga', 'kak', 'ya', 'kakak', 'indonesia', 'memperbanyak', 'kendaraan', 'listrik', 'odongodong', 'tenaga', 'batu', 'bara']",nanya umur ga sopan nanya hobi sok asik nanya kuliahkerja mana ga kak ya kakak indonesia banyak kendara listrik odongodong tenaga batu bara
Indonesia Gali Peluang Garap Kendaraan Listrik dengan Prancis https://t.co/h72tC9PiMD,Indonesia Gali Peluang Garap Kendaraan Listrik dengan Prancis,"['indonesia', 'gali', 'peluang', 'garap', 'kendaraan', 'listrik', 'dengan', 'prancis']","['indonesia', 'gali', 'peluang', 'garap', 'kendaraan', 'listrik', 'prancis']",indonesia gali peluang garap kendara listrik prancis
